datetime	ticker	num_mentioned	polarity	subjectivity
2021-03-17	GME	16.0	0.01739713541666667	0.2849702380952381
2021-02-24	AMC	16.0	-0.013101325757575753	0.21040381493506494
2021-05-29	TSM	15.0	0.04947222222222223	0.27149999999999996
2021-04-30	MVIS	15.0	0.1188888888888889	0.28296296296296297
2021-05-29	PLTR	15.0	0.11222222222222224	0.2625
2021-02-04	AMC	15.0	-0.04533333333333334	0.1398888888888889
2021-03-03	RKT	14.0	0.047363945578231294	0.07008219954648527
2021-04-17	GME	14.0	-0.02857142857142856	0.13422619047619047
2021-02-13	GME	14.0	-0.025454307597164744	0.28982029874887016
2021-04-11	TSLA	14.0	-0.09672619047619048	0.2324404761904762
2021-02-01	AMC	14.0	0.007759353741496595	0.28340419501133784
2021-06-02	NEXT	13.0	-0.003525641025641026	0.04006410256410256
2021-02-11	TLRY	13.0	0.03132721445221446	0.3090615634365635
2021-02-03	GME	13.0	-0.011688034188034187	0.24119658119658122
2019-06-10	BYND	13.0	-0.08717948717948718	0.20256410256410257
2021-05-29	CLOV	13.0	-0.0028846153846153744	0.21602564102564104
2021-06-03	U	12.0	0.042950336700336704	0.2727693602693602
2021-04-16	AMD	12.0	0.08124999999999999	0.17361111111111113
2021-04-19	PLTR	12.0	0.009696969696969695	0.2312121212121212
2021-01-29	AMC	12.0	-0.027025134154040408	0.19999579124579123
2021-04-20	APHA	12.0	0.008333333333333337	0.25833333333333336
2021-04-16	TSLA	12.0	-0.049999999999999996	0.20833333333333334
2021-04-21	TSLA	12.0	0.046085858585858584	0.16287878787878787
2021-04-20	PLTR	12.0	0.021875000000000002	0.05572916666666666
2021-03-09	GME	12.0	-0.07901785714285715	0.21517857142857144
2020-08-05	AMD	12.0	0.013819895382395387	0.35954208324744036
2021-05-31	SHOP	12.0	-0.011898148148148144	0.2508779761904762
2021-06-01	MVIS	11.0	-0.009772727272727273	0.07
2021-05-14	UWMC	11.0	0.02366358901515151	0.23284090909090913
2021-04-11	EV	11.0	0.004969127520780401	0.38352452250622265
2021-05-29	GME	11.0	-0.03204220779220778	0.18975865800865802
2021-05-17	UWMC	11.0	0.03787878787878787	0.34801587301587306
2021-01-31	CGC	11.0	0.02083333333333332	0.16287878787878787
2021-06-01	SNDL	11.0	0.018181818181818184	0.03636363636363636
2021-01-26	NOK	10.0	0.011612215909090909	0.08136363636363637
2021-02-11	AMC	10.0	-0.076	0.3026666666666667
2021-02-14	COTY	10.0	0.004796969696969701	0.13944545454545454
2021-03-03	GME	10.0	-0.059999999999999984	0.17666666666666667
2021-02-11	SNDL	10.0	-0.03499999999999999	0.24666666666666673
2021-01-27	PLTR	10.0	0.08218750000000001	0.15885416666666666
2021-05-28	SPCE	10.0	0.06406250000000001	0.215
2021-05-30	EV	10.0	0.043078282828282834	0.2597602813852814
2021-05-10	RKT	10.0	-0.02688657407407407	0.3612800925925925
2021-04-23	SKLZ	10.0	0.020984848484848485	0.3202272727272727
2021-06-02	PLTR	10.0	0.08374999999999999	0.14347222222222222
2021-06-01	NIO	10.0	0.07250000000000001	0.11666666666666667
2021-04-21	BB	10.0	-0.08464285714285713	0.3262202380952381
2021-04-21	CLOV	10.0	-0.004999999999999996	0.06055555555555555
2021-06-02	AMD	10.0	0.14019886363636364	0.11295454545454546
2021-06-02	.	10.0	0.004875000000000002	0.19241666666666668
2021-05-16	GE	10.0	-0.05500000000000001	0.225
2021-05-30	WISH	10.0	0.042479166666666665	0.286531746031746
2021-05-19	GME	10.0	0.09708333333333333	0.48583333333333334
2021-06-03	ACB	10.0	0.01730681818181818	0.19945454545454547
2021-06-01	AA	9.0	-0.025096450617283952	0.3526725589225589
2021-05-27	GE	9.0	0.12407407407407407	0.5185185185185186
2021-06-02	RAD	9.0	-0.16722222222222222	0.40012566137566136
2021-05-15	GME	9.0	-0.014911014911014911	0.3737433862433862
2021-06-02	RKT	9.0	0.013174603174603176	0.09187830687830686
2021-06-02	SI	9.0	0.014444444444444446	0.18833333333333335
2021-04-11	GM	9.0	0.2285185185185185	0.3884567901234568
2021-05-31	PLTR	9.0	0.025	0.022222222222222223
2021-01-28	AMC	9.0	0.0009806713754082178	0.23218494468494466
2021-02-11	APHA	9.0	0.048383838383838376	0.3500228475228475
2021-06-03	EV	9.0	-0.046296296296296294	0.1845679012345679
2021-04-24	MVIS	9.0	0.07070707070707069	0.16038159371492705
2021-01-30	BB	9.0	0.007533670033670033	0.22878507295173967
2021-02-06	PLTR	9.0	-0.04120370370370371	0.2152777777777778
2021-06-03	.	8.0	0.09375	0.228125
2021-05-13	GME	8.0	0.13323863636363636	0.3231060606060606
2021-05-19	AMC	8.0	0.14218750000000002	0.1984375
2021-06-01	SPCE	8.0	0.1044642857142857	0.14821428571428572
2021-05-31	SNDL	8.0	-0.0125	0.025
2021-05-30	SNDL	8.0	0.078125	0.23125
2021-05-24	GME	8.0	-0.05190104166666666	0.21049479166666665
2021-02-28	UTZ	8.0	0.06676136363636365	0.17566287878787878
2021-03-04	RKT	8.0	0.08031138591800356	0.3039800579322638
2021-01-22	BB	8.0	0.007986111111111117	0.2625
2021-04-17	CLOV	8.0	-0.003977272727272718	0.1575757575757576
2021-05-27	UWMC	8.0	-0.05	0.05
2021-05-13	AMC	8.0	0.03172348484848485	0.15
2021-06-02	UWMC	8.0	0.11607142857142858	0.3098214285714286
2021-02-05	AMC	7.0	-0.018636363636363635	0.24124188311688308
2021-02-05	NOK	7.0	0.06325396825396826	0.5228571428571428
2020-09-30	PLTR	7.0	-0.07142857142857142	0.07142857142857142
2021-05-29	BBBY	7.0	0.12009637188208615	0.2719104308390023
2021-05-28	PLTR	7.0	0.1857142857142857	0.37714285714285717
2021-05-21	EV	7.0	0.026385281385281404	0.4386038961038961
2021-03-03	UWMC	7.0	0.06020408163265306	0.07270408163265306
2021-05-31	SPCE	7.0	-0.028571428571428574	0.1142857142857143
2021-02-25	PLTR	7.0	-0.05	0.27142857142857146
2021-03-04	UWMC	7.0	-0.0028571428571428576	0.09571428571428571
2021-06-02	TSLA	7.0	0.043993506493506494	0.08176406926406925
2021-01-28	NIO	7.0	0.047619047619047616	0.08095238095238096
2021-06-03	INO	7.0	0.050714285714285726	0.2832142857142857
2020-09-30	TSLA	7.0	-0.028571428571428574	0.1285714285714286
2021-04-19	TSLA	7.0	-0.09999999999999998	0.09523809523809523
2021-01-30	JPM	7.0	-0.10595238095238095	0.35085034013605443
2021-04-14	APHA	7.0	-0.06577380952380953	0.11488095238095239
2021-05-17	RKT	7.0	0.046726190476190484	0.21950113378684807
2021-05-15	BABA	7.0	0.09999999999999999	0.2928571428571428
2021-03-30	GME	7.0	-0.1838548430735931	0.5795382395382396
2020-11-25	PLTR	7.0	-0.10252976190476189	0.2590773809523809
2021-02-09	AMC	7.0	-0.049999999999999996	0.5857142857142857
2021-03-15	BABA	7.0	-0.09999999999999998	0.09523809523809523
2021-03-09	TSLA	7.0	0.27346938775510204	0.3438775510204081
2021-03-15	GME	7.0	-0.0976190476190476	0.4535714285714286
2021-05-31	WIX	6.0	-0.052124368686868684	0.26749751984126985
2021-05-31	TLRY	6.0	0.0	0.0
2021-01-31	AG	6.0	-0.05777777777777777	0.35896825396825394
2021-01-31	DB	6.0	-0.13333333333333333	0.15
2021-01-30	JP	6.0	-0.024999999999999998	0.2833333333333334
2021-06-03	C	6.0	0.03333333333333333	0.049999999999999996
2021-01-30	AG	6.0	0.036458333333333336	0.06964285714285715
2021-06-02	BBBY	6.0	-0.012499999999999992	0.3361111111111111
2019-06-10	AMD	6.0	0.008333333333333331	0.10833333333333334
2021-04-21	AAPL	6.0	-0.03333333333333333	0.3333333333333333
2021-04-16	CLOV	6.0	-0.008333333333333337	0.2416666666666667
2020-12-21	PLTR	6.0	0.07272727272727274	0.2674242424242424
2021-03-11	GME	6.0	-0.056313131313131315	0.14866522366522367
2021-05-10	UWMC	6.0	0.1357445987654321	0.3669945987654321
2020-11-26	PLTR	6.0	-0.17727272727272728	0.32575757575757575
2021-04-20	EV	6.0	-0.018286435786435788	0.2694949494949495
2020-06-04	EA	6.0	-0.05555555555555555	0.09999999999999999
2021-04-16	MVIS	6.0	0.2354166666666667	0.4166666666666667
2020-09-30	NKLA	6.0	-0.04666666666666666	0.2363888888888889
2021-03-27	AMD	6.0	-0.15694444444444441	0.13888888888888887
2021-04-20	SNDL	6.0	0.13333333333333333	0.17777777777777778
2021-02-28	PLTR	6.0	0.13680555555555557	0.4534722222222222
2021-05-28	EV	6.0	0.1025	0.1745833333333333
2021-02-25	TSLA	6.0	-0.08055555555555555	0.4291666666666667
2021-01-10	NIO	6.0	-0.10052083333333334	0.25364583333333335
2021-02-12	AMD	6.0	0.045036676286676285	0.2887465929132596
2021-03-12	GME	6.0	-0.03290956439393939	0.14228061868686867
2021-06-03	AAPL	5.0	-0.02258585858585859	0.3995656565656566
2021-06-03	BBBY	5.0	0.15625000000000003	0.2
2021-05-13	EV	5.0	-0.042499999999999996	0.33041666666666664
2021-04-21	SKLZ	5.0	-0.03333333333333333	0.03333333333333333
2021-04-22	SKLZ	5.0	0.020000000000000018	0.39666666666666667
2021-04-21	VIAC	5.0	0.155	0.13999999999999999
2021-01-31	ACB	5.0	0.022500000000000003	0.07976190476190477
2021-04-20	GME	5.0	-0.013333333333333332	0.03972222222222222
2021-04-20	MVIS	5.0	-0.006666666666666698	0.2866666666666667
2021-06-03	UWMC	5.0	0.14515873015873015	0.25813492063492066
2021-06-03	WISH	5.0	-0.019999999999999997	0.53
2021-04-20	TLRY	5.0	-0.04	0.36
2021-04-14	TLRY	5.0	-0.07208333333333333	0.06833333333333333
2021-05-30	SPCE	5.0	0.025	0.025
2021-05-15	AMC	5.0	-0.18	0.5291666666666666
2021-04-05	KTOS	5.0	0.015000000000000003	0.22999999999999998
2021-05-30	CCL	5.0	-0.16790909090909092	0.30922222222222223
2021-02-05	BB	5.0	-0.09944444444444445	0.2533333333333333
2021-03-03	AMC	5.0	0.02727272727272727	0.31340909090909086
2021-06-01	GS	5.0	0.02857142857142857	0.2157142857142857
2021-03-04	GME	5.0	-0.024679752066115702	0.2877341597796143
2021-02-03	AMC	5.0	-0.15055555555555553	0.27111111111111114
2021-06-01	PLTR	5.0	-0.04	0.16
2021-02-02	PLTR	5.0	-0.0125	0.05
2021-05-17	AMC	5.0	0.0	0.0
2021-02-01	NOK	5.0	0.004285714285714287	0.19714285714285712
2021-06-01	TLRY	5.0	0.10000000000000002	0.21333333333333332
2021-06-02	MVIS	5.0	-0.04999999999999999	0.2633333333333333
2021-03-16	RKT	5.0	-0.07191666666666666	0.48608333333333337
2021-03-22	JD	5.0	0.14727272727272728	0.30646464646464644
2021-06-02	SPCE	5.0	0.2	0.33999999999999997
2021-03-16	UWMC	5.0	-0.05791666666666666	0.42041666666666666
2018-09-12	AMD	5.0	-0.01333333333333333	0.1
2020-09-30	BA	5.0	-0.04	0.29333333333333333
2020-08-05	INTC	5.0	0.09	0.37
2020-09-30	AAPL	5.0	-0.0375	0.1
2021-03-01	HOG	4.0	-0.08437499999999999	0.2625
2021-06-02	EV	4.0	0.08636363636363636	0.12121212121212122
2021-03-29	KTOS	4.0	0.0	0.275
2021-06-02	ASO	4.0	0.10833333333333334	0.22916666666666669
2021-02-10	AMC	4.0	0.04	0.13499999999999998
2021-05-28	UWMC	4.0	-0.0625	0.18214285714285716
2021-06-02	C	4.0	0.23125	0.3875
2020-11-16	PFE	4.0	-0.03333333333333334	0.3451388888888889
2021-05-28	NOK	4.0	0.25	0.3375
2021-01-29	MTCH	4.0	-0.012499999999999997	0.1125
2021-02-06	AMC	4.0	0.1	0.175
2021-03-24	GME	4.0	-0.1015625	0.2109375
2021-05-28	FSR	4.0	-0.017857142857142856	0.05357142857142857
2021-04-16	NIO	4.0	-0.125	0.25
2021-01-10	BABA	4.0	-0.11578125	0.38453125
2021-04-16	RIOT	4.0	-0.1	0.30000000000000004
2021-05-28	BYND	4.0	-0.3399305555555555	0.45555555555555555
2021-03-25	GME	4.0	0.12903846153846152	0.45341346153846157
2021-05-29	WISH	4.0	-0.07398200757575756	0.26155303030303034
2021-05-29	SI	4.0	0.0	0.0
2021-06-01	G	4.0	-0.0625	0.1
2021-05-31	TSLA	4.0	-0.01249999999999999	0.175
2021-05-31	UWMC	4.0	0.028968253968253966	0.10873015873015873
2021-06-01	ABNB	4.0	-0.012723214285714289	0.3946428571428572
2021-02-21	SNDL	4.0	-0.02514730639730639	0.24051978114478118
2021-03-04	OCGN	4.0	0.11351102941176472	0.423030462184874
2021-06-01	EV	4.0	0.175	0.22604166666666664
2021-05-31	ASO	4.0	-0.125	0.2
2020-03-28	ABT	4.0	0.07121212121212121	0.16098484848484848
2020-07-19	AZN	4.0	-0.020833333333333332	0.125
2021-06-03	NEXT	4.0	-0.0625	0.1388888888888889
2021-03-13	GME	4.0	-0.19375	0.375
2021-03-14	GME	4.0	0.03125	0.1288690476190476
2021-02-12	INTC	4.0	0.041666666666666664	0.19166666666666665
2021-02-12	GME	4.0	-0.17125	0.4141666666666667
2021-03-22	BABA	4.0	0.15	0.26944444444444443
2021-03-22	GME	4.0	-0.0125	0.05
2021-05-28	ACB	4.0	0.0625	0.09999999999999999
2021-02-28	GME	4.0	-0.09375	0.296875
2021-05-18	WWE	4.0	-0.15625	0.24375
2021-06-03	TSLA	4.0	0.11736111111111111	0.19722222222222224
2021-06-03	WEN	4.0	0.0	0.0
2021-04-24	LAZR	4.0	0.017045454545454544	0.09015151515151515
2020-08-29	TSLA	4.0	0.06204545454545457	0.41181818181818186
2021-01-28	NEXT	4.0	0.013392857142857142	0.18214285714285713
2021-01-25	NEE	4.0	-0.003124999999999996	0.30624999999999997
2021-01-25	GME	4.0	-0.2	0.25
2021-02-01	CRSR	4.0	0.05750000000000001	0.255
2021-05-18	NKLA	4.0	-0.01770833333333334	0.24930555555555559
2021-02-02	AMZN	4.0	0.1	0.225
2021-06-02	RNG	4.0	-0.029848484848484846	0.3877272727272727
2021-04-20	O	4.0	-0.01666666666666667	0.13055555555555556
2021-05-21	GM	4.0	0.0028787878787878834	0.37619318181818184
2021-02-01	BB	4.0	0.32447916666666665	0.4666666666666667
2021-06-02	WISH	4.0	0.05156250000000001	0.22499999999999998
2019-06-10	MSFT	4.0	0.0	0.0
2021-04-20	AMD	4.0	0.05	0.05
2021-01-27	GNUS	4.0	0.0	0.75
2021-06-03	XL	4.0	0.0	0.0
2021-05-27	BYND	4.0	0.09448863636363639	0.5009343434343434
2021-06-02	U	4.0	0.024999999999999994	0.4
2021-06-03	SPCE	4.0	0.0	0.0
2021-04-21	AMD	4.0	0.0	0.05
2021-06-03	AA	3.0	-0.012626262626262626	0.17222222222222225
2021-02-13	MVIS	3.0	0.0	0.0
2021-01-14	DIS	3.0	0.0	0.0
2021-02-04	SI	3.0	-0.028888888888888884	0.17888888888888888
2021-02-01	FUBO	3.0	-0.08333333333333331	0.2569444444444444
2021-06-01	BLNK	3.0	0.0	0.0
2021-02-24	GME	3.0	0.06484848484848485	0.2433838383838384
2021-06-01	.	3.0	0.0	0.0
2021-05-31	Z	3.0	-0.012499999999999999	0.14027777777777778
2021-06-03	BB.	3.0	0.0	0.0
2021-02-02	AAPL	3.0	-0.05555555555555555	0.14444444444444446
2020-02-29	TA	3.0	0.0	0.17777777777777778
2021-06-02	VIAC	3.0	0.0	0.03333333333333333
2021-06-01	TELL	3.0	-0.25	0.5111111111111111
2021-02-05	.	3.0	-0.08333333333333333	0.325
2021-06-02	NIO	3.0	-0.004563492063492057	0.15085978835978836
2021-06-02	NVAX	3.0	-0.26666666666666666	0.3
2021-06-02	IP	3.0	0.02241753472222222	0.24826388888888892
2021-06-02	OI	3.0	0.016666666666666673	0.5791666666666666
2021-02-04	BB	3.0	0.0	0.0
2021-06-02	FLGT	3.0	0.0	0.03333333333333333
2021-01-19	PLTR	3.0	0.0	0.0
2021-02-08	AMC	3.0	-0.08074074074074074	0.30037037037037034
2021-06-02	AMZN	3.0	0.019861111111111125	0.47468253968253965
2021-01-17	TWTR	3.0	-0.006666666666666664	0.6066666666666667
2021-02-11	CMPS	3.0	0.07222222222222223	0.14444444444444446
2021-06-02	NAKD	3.0	0.16666666666666666	0.18333333333333335
2021-06-02	SP	3.0	0.1274074074074074	0.45
2021-06-02	TELL	3.0	0.09999999999999999	0.05000000000000001
2021-06-02	JG	3.0	0.0	0.0
2021-03-16	HAL	3.0	0.0	0.06296296296296297
2021-05-31	RKT	3.0	0.0	0.0
2021-04-21	NIO	3.0	0.0	0.13333333333333333
2021-04-16	TSM	3.0	0.011111111111111146	0.2740740740740741
2021-04-19	AMC	3.0	0.03333333333333336	0.43333333333333335
2021-04-19	APHA	3.0	0.19999999999999998	0.3333333333333333
2021-05-26	GME	3.0	-0.06666666666666667	0.03333333333333333
2020-08-10	ATVI	3.0	0.3333333333333333	0.09999999999999999
2021-05-23	RBC	3.0	0.3333333333333333	0.2333333333333333
2021-04-20	BB	3.0	-0.0625	0.16666666666666666
2021-04-20	TSLA	3.0	-0.09583333333333333	0.3333333333333333
2021-05-17	GME	3.0	0.11904761904761905	0.19047619047619047
2021-04-21	COIN	3.0	-0.02121212121212122	0.4181818181818182
2021-04-21	NFLX	3.0	0.10000000000000002	0.15
2021-05-15	PLTR	3.0	-0.02171717171717173	0.2611111111111111
2021-05-31	R	3.0	0.0	0.0
2021-04-21	RIOT	3.0	0.0	0.0
2021-04-21	RKT	3.0	0.0	0.0
2021-05-15	AI	3.0	0.05555555555555555	0.2222222222222222
2021-04-22	GME	3.0	-0.08333333333333333	0.11666666666666665
2021-05-14	RKT	3.0	0.06666666666666667	0.06666666666666667
2021-04-23	JD	3.0	0.3333333333333333	0.13333333333333333
2021-04-25	FSR	3.0	0.40092592592592596	0.6532407407407407
2021-04-30	GME	3.0	0.2152777777777778	0.24444444444444446
2021-04-30	MSFT	3.0	0.10416666666666667	0.4166666666666667
2021-05-12	INO	3.0	0.18333333333333335	0.4666666666666666
2021-05-08	FCX	3.0	-0.10444444444444445	0.571111111111111
2020-11-16	ARR	3.0	-0.21071428571428572	0.29563492063492064
2021-04-16	EV	3.0	-0.12857142857142853	0.14682539682539683
2021-04-16	DKNG	3.0	0.0	0.0
2021-05-28	M	3.0	0.3255208333333333	0.2916666666666667
2021-03-01	GME	3.0	0.013958333333333342	0.2398611111111111
2021-03-01	RKT	3.0	-0.19854166666666662	0.49541666666666667
2021-03-02	AMC	3.0	0.04545454545454545	0.15151515151515152
2021-05-31	NIO	3.0	0.0	0.0
2021-03-04	BABA	3.0	0.13518518518518519	0.3311728395061729
2021-05-31	CLOV	3.0	0.0	0.0
2021-03-04	PLTR	3.0	0.023829201101928373	0.48397612488521585
2021-03-08	GME	3.0	-0.006666666666666661	0.19999999999999998
2021-05-30	TTCF	3.0	0.35000000000000003	0.4166666666666667
2020-05-23	LULU	3.0	0.07777777777777778	0.5444444444444444
2021-05-30	PLTR	3.0	0.08759687019116948	0.5501262626262626
2020-05-28	ZS	3.0	0.1611111111111111	0.33888888888888885
2019-06-10	MCD	3.0	-0.16666666666666666	0.3333333333333333
2021-03-20	AMC	3.0	0.03888888888888888	0.27777777777777773
2021-05-29	EV	3.0	-0.2422222222222222	0.5950000000000001
2021-03-29	GME	3.0	0.0	0.0
2021-03-29	RKT	3.0	0.07777777777777778	0.2833333333333333
2021-05-29	ARRY	3.0	0.11353535353535354	0.2097474747474747
2021-04-05	APHA	3.0	0.0	0.0
2021-04-05	ASO	3.0	0.0	0.0
2020-11-16	RRR	3.0	-0.11058333333333333	0.3865555555555556
2020-11-16	R	3.0	0.05589225589225589	0.2611111111111111
2021-04-16	APHA	3.0	-0.23333333333333328	0.38888888888888884
2021-06-03	BRO	3.0	0.4055555555555555	0.39444444444444443
2021-05-07	CLOV	3.0	0.0037878787878787845	0.2916666666666667
2021-06-03	NAKD	3.0	-0.08333333333333333	0.15555555555555553
2021-06-03	M	3.0	0.0	0.0
2021-06-03	H	3.0	0.07272727272727272	0.17626262626262626
2021-06-03	RKT	3.0	0.05333333333333334	0.17999999999999997
2021-06-03	SI	3.0	0.10944444444444446	0.36185185185185187
2021-01-27	M	3.0	0.07222222222222223	0.1984126984126984
2021-01-31	PLTR	3.0	0.0	0.023809523809523808
2021-06-03	GM	3.0	0.044444444444444446	0.17777777777777778
2021-05-31	BABA	2.0	-0.1	0.4
2021-05-30	WKHS	2.0	0.0	0.25
2021-05-31	.	2.0	0.0	0.0
2021-05-31	AAPL	2.0	0.0	0.0
2021-03-07	SI	2.0	-0.023819444444444445	0.45368055555555553
2021-03-07	K	2.0	-0.023819444444444445	0.20368055555555556
2021-03-07	DASH	2.0	0.3125	0.775
2021-01-27	DM	2.0	0.05	0.05
2021-01-31	SI	2.0	0.01702922077922078	0.2798593073593073
2021-05-30	UWMC	2.0	-0.15	0.3
2021-05-31	BBBY	2.0	0.0	0.0
2021-05-31	BNGO	2.0	-0.1	0.25
2021-05-31	C	2.0	0.0	0.0
2021-03-04	AMC	2.0	-0.06619318181818182	0.4621212121212121
2021-03-04	AAPL	2.0	0.03574380165289256	0.22596418732782372
2021-05-31	DIS	2.0	0.3	0.4
2021-05-31	DISCA	2.0	0.057727272727272724	0.3140909090909091
2021-05-31	GL	2.0	0.041666666666666664	0.07361111111111111
2021-05-31	IP	2.0	0.07327380952380953	0.20386904761904762
